KEY_CODE,HTKSYORI,HTKSAKI,GASSAN,T001101001,T001101002,T001101003,T001101004,T001101005,T001101006,T001101007,T001101008,T001101009,T001101010,T001101011,T001101012,T001101013,T001101014,T001101015,T001101016,T001101017,T001101018,T001101019,T001101020,T001101021,T001101022,T001101023,T001101024,T001101025,T001101026,T001101027,T001101028,T001101029,T001101030,T001101031,T001101032,T001101033,T001101034,T001101035,T001101036,T001101037,T001101038,T001101039,T001101040,T001101041,T001101042,T001101043,T001101044,T001101045,T001101046,T001101047,T001101048,T001101049,T001101050
533500052,0,,,176,86,90,37,19,18,139,67,72,99,48,51,135,65,70,134,64,70,40,19,21,17,5,12,6,1,5,1,0,1,4,2,2,65,65,12,20,16,12,3,1,1,53,46,7,9,28,0,5,11
533500054,0,,,25,12,13,2,1,1,23,11,12,14,6,8,20,10,10,18,9,9,9,5,4,4,2,2,0,0,0,0,0,0,0,0,0,10,10,4,2,1,2,0,1,0,6,5,1,0,7,0,4,2
533500061,0,,,83,37,46,16,10,6,67,27,40,42,14,28,63,26,37,61,26,35,25,13,12,11,5,6,4,2,2,0,0,0,0,0,0,29,29,5,10,6,3,2,3,0,24,21,3,2,17,0,3,8
533500062,0,,,327,158,169,38,23,15,289,135,154,161,84,77,282,130,152,277,126,151,128,51,77,67,27,40,31,11,20,4,2,2,15,8,7,129,129,27,52,21,19,6,2,2,102,79,23,11,87,0,23,28
533500063,0,,,33,15,18,1,0,1,32,15,17,12,7,5,32,15,17,32,15,17,20,8,12,12,5,7,4,2,2,1,0,1,0,0,0,15,15,4,8,2,0,0,0,1,10,10,0,0,13,0,4,6
533500064,0,,,36,19,17,4,3,1,32,16,16,22,12,10,32,16,16,32,16,16,10,4,6,3,1,2,0,0,0,0,0,0,0,0,0,15,15,3,6,4,1,1,0,0,12,11,1,2,6,0,2,2
533500071,0,,,51,25,26,6,3,3,44,21,23,27,15,12,44,21,23,42,20,22,17,6,11,9,4,5,4,1,3,0,0,0,0,0,0,21,21,5,8,4,3,0,1,0,16,15,1,1,10,0,2,5
533500072,0,,,154,77,77,8,5,3,146,72,74,57,33,24,144,71,73,144,71,73,89,39,50,45,21,24,14,4,10,1,0,1,0,0,0,70,70,22,25,15,5,1,2,0,47,38,9,2,58,0,19,17
533500074,0,,,69,32,37,7,4,3,62,28,34,31,14,17,60,28,32,58,27,31,31,14,17,10,5,5,3,1,2,1,1,0,0,0,0,27,27,7,6,10,1,2,1,0,20,17,3,1,20,0,7,2
533500081,1,,533500082,69,34,35,7,6,1,68,30,38,30,15,15,68,30,38,68,30,38,38,15,23,20,7,13,7,4,3,0,0,0,0,0,0,30,30,11,8,8,3,1,0,1,21,17,4,1,26,0,9,6
533500082,2,533500081,,6,2,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
533500083,1,,533500084,39,15,24,2,1,1,38,14,24,12,2,10,38,14,24,38,14,24,26,12,14,12,5,7,3,1,2,0,0,0,0,0,0,18,18,5,10,1,3,0,0,0,14,13,1,0,17,0,5,7
533500084,2,533500083,,1,0,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
533500091,0,,,19,11,8,0,0,0,19,11,8,10,7,3,19,11,8,19,11,8,9,4,5,5,1,4,2,1,1,0,0,0,0,0,0,11,11,5,4,2,0,0,0,0,6,6,0,0,7,0,4,2
533500093,0,,,40,22,18,2,2,0,38,20,18,18,13,5,37,20,17,36,19,17,20,7,13,13,3,10,5,2,3,1,0,1,0,0,0,20,20,9,6,1,4,0,0,0,11,10,1,0,15,0,6,3
533500103,0,,,11,5,6,0,0,0,11,5,6,3,2,1,11,5,6,10,4,6,8,3,5,5,2,3,3,1,2,0,0,0,0,0,0,5,5,2,2,0,0,1,0,0,3,2,1,0,4,0,1,2
533500104,0,,,13,8,5,0,0,0,13,8,5,4,3,1,13,8,5,13,8,5,9,5,4,4,2,2,2,1,1,0,0,0,0,0,0,6,6,0,5,1,0,0,0,0,6,6,0,0,6,0,0,3
533500122,2,533500024,,4,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
533500131,2,533500134,,4,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
533500132,2,533500134,,4,1,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
533500134,1,,533500131;533500132;533500231,9,4,5,1,1,0,25,10,15,7,2,5,25,10,15,25,10,15,18,8,10,8,1,7,3,0,3,0,0,0,0,0,0,4,4,5,4,3,1,0,0,0,8,3,5,0,12,0,4,2
533500143,2,533500242,,4,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
533500144,2,533500242,,7,4,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
533500151,2,533500152,,1,0,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
533500152,1,,533500151;533500153,16,7,9,0,0,0,23,10,13,8,4,4,23,10,13,23,10,13,15,6,9,6,1,5,3,0,3,0,0,0,0,0,0,8,8,4,5,3,0,0,0,0,8,7,1,0,10,0,3,2
533500153,2,533500152,,6,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
533500161,2,533500162,,4,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
533500162,1,,533500161,28,14,14,0,0,0,32,16,16,15,9,6,32,16,16,32,16,16,17,7,10,9,4,5,6,3,3,0,0,0,0,0,0,14,14,7,6,1,1,0,1,0,9,7,2,0,11,0,5,2
533500181,0,,,24,10,14,0,0,0,24,10,14,14,6,8,24,10,14,23,9,14,10,4,6,4,1,3,2,0,2,1,0,1,1,1,0,7,7,0,3,0,2,2,0,0,7,5,2,0,5,0,0,3
533500182,1,,533500184,84,29,55,13,6,7,73,24,49,36,8,28,72,24,48,72,24,48,37,16,21,21,10,11,9,1,8,1,0,1,10,0,10,38,38,15,9,10,2,3,0,0,24,18,6,0,20,2,4,8
533500184,2,533500182,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
533500191,0,,,23,10,13,1,1,0,22,9,13,12,4,8,21,9,12,21,9,12,10,5,5,3,2,1,1,1,0,0,0,0,0,0,0,10,10,3,3,2,2,0,0,0,7,5,2,0,6,0,1,2
533500192,2,533500193,,5,3,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
533500193,1,,533500192;533500194,114,59,55,8,4,4,112,58,54,52,27,25,111,57,54,110,56,54,60,31,29,21,10,11,7,3,4,1,0,1,0,0,0,47,47,7,23,14,5,1,0,0,41,32,9,3,42,0,6,11
533500194,2,533500193,,1,0,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
533500201,2,533500204,,4,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
533500202,2,533500204,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
533500204,1,,533500201;533500202,4,2,2,0,0,0,10,5,5,0,0,0,10,5,5,10,5,5,10,5,5,6,3,3,2,1,1,0,0,0,0,0,0,4,4,4,3,0,0,0,0,0,3,3,0,0,7,0,4,2
533500211,1,,533500213,13,5,8,0,0,0,16,7,9,5,3,2,16,7,9,16,7,9,11,4,7,9,3,6,2,1,1,0,0,0,0,0,0,7,7,5,4,1,0,0,0,0,5,5,0,0,8,0,4,2
533500213,2,533500211,,3,2,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
533500231,2,533500134,,9,4,5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
533500242,1,,533500143;533500144,39,21,18,5,2,3,45,25,20,21,13,8,42,22,20,42,22,20,24,12,12,9,6,3,3,1,2,0,0,0,0,0,0,16,16,6,4,4,3,1,0,1,13,7,6,2,16,0,5,3
533500243,1,,533500244,16,7,9,0,0,0,22,9,13,8,6,2,22,9,13,21,8,13,14,3,11,9,2,7,1,0,1,1,0,1,0,0,0,8,8,7,2,2,0,1,0,0,5,3,2,0,10,0,6,1
533500244,2,533500243,,6,2,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
533500273,0,,,24,13,11,3,1,2,21,12,9,10,6,4,21,12,9,21,12,9,11,6,5,5,3,2,0,0,0,0,0,0,0,0,0,10,10,3,2,4,0,1,0,0,7,7,0,1,7,0,3,2
533500274,0,,,12,6,6,0,0,0,12,6,6,4,3,1,12,6,6,12,6,6,8,3,5,4,2,2,2,1,1,0,0,0,0,0,0,6,6,3,1,1,1,0,0,0,3,3,0,0,5,0,2,1
533500284,0,,,31,16,15,5,3,2,26,13,13,14,8,6,26,13,13,26,13,13,12,5,7,8,3,5,5,1,4,0,0,0,1,0,1,11,11,1,4,3,2,1,0,0,10,9,1,1,8,0,1,3
533500291,1,,533500293,19,9,10,3,1,2,25,14,11,11,8,3,25,14,11,25,14,11,14,6,8,10,5,5,1,0,1,1,0,1,0,0,0,7,7,3,3,2,2,1,0,0,8,6,2,0,7,0,1,3
533500293,2,533500291,,9,6,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
533500302,0,,,26,13,13,0,0,0,26,13,13,11,8,3,25,12,13,25,12,13,15,5,10,9,3,6,4,1,3,0,0,0,0,0,0,14,14,6,5,2,1,0,0,0,8,7,1,0,12,0,5,2
533500304,1,,533500314,25,12,13,0,0,0,27,13,14,6,3,3,26,12,14,26,12,14,21,10,11,13,6,7,6,1,5,1,0,1,0,0,0,12,12,6,5,2,0,1,0,0,8,6,2,0,13,0,5,4
533500314,2,533500304,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
533500323,2,533500421,,5,3,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
533500332,1,,533500334,44,22,22,1,0,1,46,24,22,27,16,11,45,24,21,43,23,20,19,8,11,9,3,6,4,1,3,1,0,1,0,0,0,17,17,7,5,4,2,2,0,0,13,10,3,0,14,0,4,2
533500334,2,533500332,,3,2,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
533500341,0,,,32,13,19,2,1,1,30,12,18,19,8,11,28,11,17,28,11,17,11,4,7,9,3,6,2,1,1,0,0,0,0,0,0,14,14,5,3,3,3,0,0,0,9,8,1,0,7,0,2,2
533500343,0,,,44,24,20,3,1,2,41,23,18,22,15,7,41,23,18,40,22,18,19,8,11,9,2,7,7,2,5,1,0,1,0,0,0,20,20,7,6,4,2,1,0,0,13,10,3,1,12,0,3,3
533500361,2,533500364,,3,2,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
533500362,2,533500364,,15,8,7,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,5,5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
533500363,2,533500364,,5,3,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
533500364,1,,533500361;533500362;533500363,18,11,7,3,1,2,38,23,15,16,9,7,37,23,14,37,23,14,22,14,8,13,9,4,6,6,0,0,0,0,0,0,0,9,9,6,4,5,3,0,0,0,12,10,2,1,14,0,4,4
533500371,0,,,23,12,11,4,3,1,19,9,10,9,4,5,19,9,10,19,9,10,10,5,5,3,2,1,0,0,0,0,0,0,1,1,0,7,7,0,3,1,1,2,0,0,7,6,1,1,6,0,0,3
533500381,1,,533500382,41,19,22,2,1,1,43,20,23,18,10,8,43,20,23,43,20,23,25,10,15,19,8,11,8,3,5,0,0,0,0,0,0,18,18,2,13,4,3,0,0,0,18,15,3,1,15,0,1,9
533500382,2,533500381,,11,5,6,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
533500383,1,,533500384,14,7,7,0,0,0,21,10,11,10,6,4,19,9,10,19,9,10,11,4,7,5,1,4,1,0,1,0,0,0,0,0,0,5,5,2,4,1,2,0,0,0,7,7,0,0,7,0,1,2
533500384,2,533500383,,7,3,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
533500391,2,533500393,,7,4,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,5,5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
533500392,0,,,13,4,9,0,0,0,13,4,9,6,1,5,13,4,9,13,4,9,7,3,4,4,2,2,1,0,1,0,0,0,0,0,0,6,6,1,4,0,1,0,0,0,5,4,1,0,5,0,1,3
533500393,1,,533500391,20,8,12,0,0,0,27,12,15,16,7,9,25,11,14,25,11,14,11,5,6,3,0,3,1,0,1,0,0,0,0,0,0,9,9,7,4,0,3,0,0,0,6,5,1,0,8,0,4,1
533500394,0,,,237,126,111,24,11,13,213,115,98,156,87,69,206,110,96,202,107,95,57,28,29,28,14,14,8,5,3,1,1,0,0,0,0,91,91,13,38,19,15,5,1,0,78,71,7,6,34,0,4,20
533500404,0,,,12,7,5,0,0,0,12,7,5,3,3,0,12,7,5,12,7,5,9,4,5,5,3,2,2,0,2,0,0,0,0,0,0,6,6,3,2,0,0,1,0,0,3,3,0,0,6,0,3,2
533500421,1,,533500323,6,2,4,0,0,0,11,5,6,3,3,0,11,5,6,11,5,6,8,2,6,6,1,5,1,0,1,0,0,0,0,0,0,5,5,4,2,1,0,0,0,0,3,3,0,0,6,0,3,1
533500432,2,533500434,,6,4,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
533500433,2,533500434,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
533500434,1,,533500432;533500433,37,19,18,0,0,0,45,24,21,16,11,5,44,24,20,43,23,20,29,13,16,15,7,8,7,2,5,0,0,0,0,0,0,18,18,6,8,5,2,0,0,0,15,14,1,0,18,0,5,5
533500444,0,,,9,5,4,0,0,0,9,5,4,3,2,1,9,5,4,9,5,4,6,3,3,3,2,1,2,1,1,0,0,0,0,0,0,6,6,4,1,1,0,0,0,0,2,2,0,0,5,0,4,1
533500454,2,533500552,,6,4,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
533500462,1,,533500463,12,4,8,0,0,0,17,7,10,7,1,6,17,7,10,17,7,10,10,6,4,4,2,2,1,0,1,1,0,1,0,0,0,6,6,2,3,3,0,0,0,0,6,5,1,0,6,0,1,3
533500463,2,533500462,,5,3,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
533500474,2,533500572,,1,1,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
533500491,2,533500492,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
533500492,1,,533500491;533500494,32,16,16,7,5,2,30,13,17,17,7,10,29,13,16,28,12,16,13,6,7,9,4,5,4,1,3,1,0,1,0,0,0,10,10,1,6,1,4,1,0,0,12,10,2,0,8,0,0,5
533500494,2,533500492,,3,1,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
533500502,1,,533500511,17,9,8,0,0,0,22,11,11,11,7,4,22,11,11,22,11,11,11,4,7,9,3,6,5,1,4,0,0,0,0,0,0,6,6,1,2,3,2,0,0,0,7,5,2,0,7,0,1,2
533500511,2,533500502,,5,2,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
533500524,2,533500532,,5,2,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
533500532,1,,533500524;533500534,16,9,7,2,0,2,28,14,14,11,8,3,27,13,14,25,11,14,17,6,11,10,3,7,2,1,1,0,0,0,0,0,0,6,6,6,7,0,0,2,0,0,9,8,1,0,11,0,4,5
533500534,2,533500532,,9,3,6,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,6,6,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
533500552,1,,533500454,6,3,3,1,1,0,11,6,5,4,2,2,10,5,5,10,5,5,7,4,3,2,2,0,1,1,0,0,0,0,0,0,0,4,4,3,2,0,0,1,0,0,3,2,1,0,5,0,2,1
533500553,1,,533500642,8,4,4,3,2,1,11,5,6,2,1,1,11,5,6,11,5,6,9,4,5,5,2,3,4,2,2,0,0,0,0,0,0,5,5,2,3,0,0,0,1,0,4,3,1,0,6,0,2,3
533500572,1,,533500474;533500574,59,31,28,1,1,0,61,31,30,26,17,9,61,31,30,61,31,30,35,14,21,23,9,14,5,3,2,0,0,0,2,1,1,28,28,11,12,5,3,0,0,0,19,15,4,0,24,0,8,7
533500574,2,533500572,,2,0,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
533500632,0,,,9,5,4,0,0,0,9,5,4,3,2,1,9,5,4,9,5,4,6,3,3,5,2,3,1,0,1,0,0,0,0,0,0,6,6,3,3,0,0,0,0,0,3,2,1,0,5,0,3,1
533500633,0,,,16,7,9,0,0,0,16,7,9,4,2,2,16,7,9,16,7,9,12,5,7,7,2,5,4,1,3,0,0,0,0,0,0,11,11,6,5,0,0,0,0,0,5,5,0,0,9,0,5,4
533500634,0,,,10,4,6,0,0,0,10,4,6,1,0,1,10,4,6,10,4,6,9,4,5,2,1,1,1,0,1,0,0,0,0,0,0,8,8,6,2,0,0,0,0,0,2,2,0,0,7,0,5,2
533500642,2,533500553,,6,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
533500651,0,,,8,4,4,0,0,0,8,4,4,4,2,2,8,4,4,8,4,4,4,2,2,4,2,2,3,2,1,0,0,0,0,0,0,5,5,2,3,0,0,0,0,0,3,3,0,0,3,0,2,1
