KEY_CODE,HTKSYORI,HTKSAKI,GASSAN,T001101001,T001101002,T001101003,T001101004,T001101005,T001101006,T001101007,T001101008,T001101009,T001101010,T001101011,T001101012,T001101013,T001101014,T001101015,T001101016,T001101017,T001101018,T001101019,T001101020,T001101021,T001101022,T001101023,T001101024,T001101025,T001101026,T001101027,T001101028,T001101029,T001101030,T001101031,T001101032,T001101033,T001101034,T001101035,T001101036,T001101037,T001101038,T001101039,T001101040,T001101041,T001101042,T001101043,T001101044,T001101045,T001101046,T001101047,T001101048,T001101049,T001101050
533300024,2,533300023,,6,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
533300031,2,533300032,,5,3,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
533300032,1,,533300031;533300041,26,11,15,4,1,3,36,16,20,24,11,13,36,16,20,35,16,19,12,5,7,5,2,3,1,1,0,0,0,0,0,0,0,7,7,0,4,3,3,1,1,0,12,8,4,0,8,0,0,2
533300034,0,,,12,5,7,1,1,0,11,4,7,5,3,2,11,4,7,11,4,7,6,1,5,3,0,3,3,0,3,0,0,0,0,0,0,4,4,1,0,1,2,0,0,0,3,1,2,1,4,0,1,0
533300041,2,533300032,,9,3,6,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
533300092,1,,533300093;533300094,14,7,7,4,3,1,15,7,8,9,4,5,15,7,8,15,7,8,6,3,3,1,1,0,1,1,0,0,0,0,0,0,0,4,4,0,1,3,2,0,0,0,6,4,2,1,4,0,0,1
533300093,2,533300092,,3,2,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
533300094,2,533300092,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
533300102,2,533300111,,8,3,5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
533300111,1,,533300102,37,16,21,1,0,1,44,19,25,17,7,10,43,19,24,43,19,24,27,12,15,14,5,9,9,4,5,2,0,2,0,0,0,13,13,4,4,3,3,0,2,0,12,6,6,1,16,0,4,3
533300112,0,,,16,8,8,0,0,0,16,8,8,5,3,2,15,8,7,15,8,7,11,5,6,6,3,3,1,1,0,0,0,0,0,0,0,6,6,1,2,2,0,1,0,0,5,4,1,0,6,0,1,2
533300121,0,,,19,9,10,2,1,1,17,8,9,6,3,3,17,8,9,17,8,9,11,5,6,5,3,2,3,1,2,1,0,1,0,0,0,7,7,0,4,2,0,1,0,0,7,5,2,0,5,0,0,3
533300123,2,533300124,,8,5,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
533300124,1,,533300123,2,1,1,1,1,0,9,5,4,7,4,3,9,5,4,9,5,4,2,1,1,2,1,1,2,1,1,0,0,0,0,0,0,1,1,3,1,0,0,1,0,0,2,1,1,1,2,0,1,0
533300131,2,533300132,,9,2,7,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
533300132,1,,533300131,11,6,5,1,0,1,19,8,11,15,5,10,16,8,8,14,8,6,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,1,1,1,2,0,0,5,4,1,0,3,0,1,0
533300141,2,533300144,,8,3,5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
533300144,1,,533300141,23,12,11,2,1,1,29,14,15,16,6,10,29,14,15,29,14,15,13,8,5,5,2,3,4,2,2,0,0,0,0,0,0,8,8,1,5,2,2,0,1,0,10,7,3,0,9,0,1,4
533300184,0,,,41,16,25,2,0,2,39,16,23,21,8,13,38,16,22,36,14,22,18,8,10,10,4,6,4,0,4,0,0,0,0,0,0,11,11,0,2,4,3,0,1,1,11,5,6,1,10,0,0,2
533300193,2,533300292,,1,0,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
533300194,2,533300292,,4,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
533300202,2,533300203,,6,4,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
533300203,1,,533300202,17,9,8,0,0,0,23,13,10,10,5,5,23,13,10,23,13,10,13,8,5,7,3,4,1,0,1,0,0,0,0,0,0,8,8,4,5,3,0,0,0,0,8,8,0,0,10,0,2,2
533300204,0,,,14,7,7,2,0,2,12,7,5,5,3,2,11,6,5,11,6,5,7,4,3,2,1,1,1,1,0,0,0,0,0,0,0,6,6,2,2,1,0,1,0,0,4,4,0,0,5,0,2,2
533300211,2,533300213,,11,4,7,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,5,5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
533300213,1,,533300211,7,4,3,2,1,1,16,7,9,5,2,3,16,7,9,16,7,9,11,5,6,6,2,4,3,1,2,1,0,1,0,0,0,3,3,2,3,2,1,0,0,0,6,4,2,1,7,0,2,2
533300221,0,,,62,26,36,9,4,5,53,22,31,25,12,13,52,21,31,51,21,30,28,10,18,21,7,14,7,1,6,2,1,1,0,0,0,19,19,4,5,3,3,0,2,2,15,8,7,3,16,0,3,3
533300222,0,,,13,6,7,0,0,0,13,6,7,7,3,4,13,6,7,13,6,7,6,3,3,3,2,1,2,1,1,0,0,0,0,0,0,4,4,1,0,1,1,1,0,0,3,1,2,0,3,0,0,0
533300223,0,,,32,15,17,3,1,2,29,14,15,14,8,6,29,14,15,29,14,15,15,6,9,11,4,7,3,1,2,1,0,1,0,0,0,10,10,2,2,2,2,1,0,1,8,2,6,0,9,0,2,1
533300224,0,,,29,14,15,2,0,2,27,14,13,14,8,6,27,14,13,27,14,13,13,6,7,7,3,4,5,2,3,1,0,1,0,0,0,11,11,3,4,2,1,0,0,1,8,5,3,1,8,0,3,1
533300231,0,,,17,10,7,4,2,2,13,8,5,7,4,3,12,7,5,12,7,5,6,4,2,1,1,0,1,1,0,1,1,0,0,0,0,5,5,2,0,1,0,0,2,0,3,1,2,0,4,0,2,0
533300233,0,,,17,8,9,0,0,0,17,8,9,4,2,2,16,7,9,16,7,9,13,6,7,7,3,4,2,0,2,1,0,1,0,0,0,6,6,0,4,1,0,0,1,0,6,4,2,0,6,0,0,4
533300242,0,,,38,18,20,2,1,1,36,17,19,15,8,7,35,17,18,35,17,18,21,9,12,7,3,4,2,0,2,1,0,1,0,0,0,15,15,2,6,5,1,1,0,0,13,11,2,1,13,0,2,3
533300244,0,,,34,17,17,4,2,2,30,15,15,20,11,9,29,15,14,28,14,14,10,4,6,7,3,4,2,1,1,0,0,0,0,0,0,10,10,2,2,2,1,1,1,1,8,4,4,1,7,0,1,1
533300253,2,533300351,,1,1,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
533300263,2,533300264,,7,2,5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
533300264,1,,533300263;533300362,5,3,2,0,0,0,14,5,9,8,3,5,13,5,8,12,5,7,6,2,4,2,1,1,1,1,0,0,0,0,0,0,0,2,2,2,1,2,1,0,0,0,4,3,1,0,5,0,2,1
533300291,2,533300292,,6,2,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
533300292,1,,533300193;533300194;533300291,15,7,8,1,0,1,25,11,14,8,6,2,25,11,14,25,11,14,17,5,12,6,1,5,2,0,2,1,0,1,0,0,0,6,6,3,6,1,2,0,0,0,9,7,2,0,11,0,2,3
533300301,0,,,30,14,16,0,0,0,30,14,16,9,4,5,30,14,16,30,14,16,21,10,11,8,2,6,4,0,4,0,0,0,1,1,0,14,14,6,4,1,2,1,0,0,8,4,4,0,14,0,6,3
533300302,0,,,20,11,9,5,5,0,15,6,9,4,1,3,15,6,9,15,6,9,11,5,6,3,0,3,1,0,1,0,0,0,0,0,0,6,6,1,2,1,0,1,0,1,5,2,3,0,6,0,1,2
533300304,0,,,24,12,12,5,3,2,19,9,10,8,3,5,19,9,10,19,9,10,11,6,5,4,2,2,1,1,0,0,0,0,0,0,0,9,9,2,4,0,1,2,0,0,7,5,2,1,8,0,2,3
533300311,0,,,18,8,10,2,2,0,16,6,10,7,3,4,14,6,8,14,6,8,9,3,6,2,0,2,1,0,1,0,0,0,0,0,0,5,5,1,2,0,0,1,0,1,4,2,2,1,5,0,1,2
533300312,1,,533300313,21,10,11,7,2,5,23,11,12,14,6,8,22,10,12,22,10,12,9,5,4,5,2,3,3,1,2,0,0,0,0,0,0,5,5,0,2,1,0,0,1,2,6,3,3,1,5,0,0,0
533300313,2,533300312,,9,3,6,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
533300314,0,,,20,11,9,1,1,0,19,10,9,13,7,6,19,10,9,19,10,9,6,3,3,2,1,1,2,1,1,0,0,0,0,0,0,6,6,0,2,1,2,1,0,0,6,3,3,0,4,0,0,1
533300321,0,,,16,9,7,2,2,0,14,7,7,5,3,2,14,7,7,14,7,7,9,4,5,4,1,3,1,0,1,0,0,0,0,0,0,5,5,1,1,1,1,0,1,0,4,2,2,1,5,0,1,1
533300322,0,,,18,11,7,0,0,0,18,11,7,8,5,3,18,11,7,18,11,7,10,6,4,8,5,3,4,3,1,0,0,0,0,0,0,9,9,3,3,3,0,0,0,0,6,3,3,0,7,0,2,2
533300323,0,,,22,13,9,2,2,0,20,11,9,10,6,4,20,11,9,20,11,9,10,5,5,4,2,2,2,1,1,0,0,0,0,0,0,8,8,2,1,2,3,0,0,0,6,5,1,0,6,0,1,1
533300324,0,,,24,16,8,1,1,0,23,15,8,15,10,5,20,13,7,20,13,7,8,5,3,4,3,1,1,1,0,0,0,0,0,0,0,5,5,0,0,1,2,1,0,1,5,2,3,0,5,0,0,0
533300331,0,,,35,18,17,6,3,3,29,15,14,19,10,9,27,14,13,26,14,12,10,5,5,5,3,2,1,1,0,0,0,0,0,0,0,8,8,0,2,1,2,1,0,2,8,5,3,0,5,0,0,2
533300343,0,,,20,10,10,1,0,1,19,10,9,9,6,3,19,10,9,18,9,9,10,4,6,2,0,2,1,0,1,0,0,0,0,0,0,6,6,1,2,0,0,3,0,0,5,2,3,0,6,0,1,1
533300344,0,,,39,17,22,5,1,4,34,16,18,19,7,12,32,15,17,31,15,16,15,9,6,7,5,2,1,1,0,0,0,0,0,0,0,13,13,2,4,4,1,0,1,1,11,7,4,1,10,0,1,2
533300351,1,,533300253;533300353,31,14,17,4,2,2,36,18,18,18,7,11,36,18,18,36,18,18,18,11,7,6,3,3,3,1,2,0,0,0,0,0,0,12,12,5,3,4,3,1,0,0,11,8,3,1,13,0,4,2
533300352,0,,,22,11,11,1,0,1,21,11,10,7,4,3,21,11,10,20,11,9,14,7,7,5,2,3,1,0,1,0,0,0,0,0,0,9,9,2,4,1,1,1,0,0,7,5,2,1,7,0,1,4
533300353,2,533300351,,8,5,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
533300354,0,,,22,8,14,1,0,1,21,8,13,8,3,5,21,8,13,21,8,13,13,5,8,5,0,5,5,0,5,0,0,0,0,0,0,10,10,2,5,2,1,0,0,0,8,6,2,0,7,0,1,1
533300362,2,533300264,,2,0,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
533300383,2,533300482,,6,2,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
533300384,2,533300482,,6,4,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
533300393,0,,,10,5,5,0,0,0,10,5,5,2,1,1,10,5,5,10,5,5,8,4,4,6,3,3,3,2,1,0,0,0,0,0,0,6,6,2,4,0,0,0,0,0,4,4,0,0,6,0,2,3
533300401,1,,533300403,15,8,7,5,2,3,21,11,10,9,5,4,21,11,10,21,11,10,12,6,6,9,4,5,4,1,3,1,0,1,0,0,0,4,4,0,1,2,1,0,1,1,6,1,5,0,6,0,0,1
533300403,2,533300401,,11,5,6,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
533300412,2,533300421,,4,3,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
533300414,2,533300421,,4,1,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
533300421,1,,533300412;533300414;533300422;533300424,30,16,14,4,4,0,48,22,26,25,12,13,45,20,25,44,20,24,23,10,13,11,5,6,3,1,2,0,0,0,0,0,0,9,9,1,5,4,3,1,2,0,15,10,5,1,13,0,1,4
533300422,2,533300421,,2,0,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
533300423,0,,,13,5,8,0,0,0,13,5,8,3,1,2,13,5,8,13,5,8,10,4,6,4,1,3,2,0,2,0,0,0,0,0,0,7,7,3,3,0,1,0,0,0,4,3,1,0,7,0,3,2
533300424,2,533300421,,12,6,6,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
533300431,2,533300432,,10,5,5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
533300432,1,,533300431,10,5,5,4,2,2,16,8,8,9,4,5,16,8,8,16,8,8,7,4,3,4,2,2,1,1,0,0,0,0,0,0,0,3,3,1,0,2,0,0,1,1,4,1,3,1,5,0,1,0
533300433,1,,533300434,8,4,4,0,0,0,17,7,10,6,2,4,17,7,10,17,7,10,11,5,6,8,2,6,3,1,2,0,0,0,0,0,0,6,6,4,3,1,1,0,0,0,5,3,2,0,8,0,3,1
533300434,2,533300433,,9,3,6,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
533300441,2,533300443,,5,2,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
533300443,1,,533300441,18,11,7,2,0,2,21,13,8,13,8,5,21,13,8,21,13,8,8,5,3,7,4,3,1,1,0,0,0,0,0,0,0,6,6,0,3,2,0,1,1,0,7,4,3,0,5,0,0,1
533300451,2,533300453,,5,2,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
533300452,0,,,55,26,29,9,4,5,46,22,24,18,10,8,46,22,24,46,22,24,28,12,16,9,4,5,3,1,2,0,0,0,0,0,0,19,19,2,8,5,1,1,1,1,17,13,4,2,15,0,2,6
533300453,1,,533300451;533300543,4,2,2,0,0,0,10,4,6,3,1,2,10,4,6,10,4,6,7,3,4,4,2,2,3,1,2,0,0,0,0,0,0,1,1,2,2,0,1,0,0,0,3,2,1,0,5,0,2,2
533300454,0,,,75,31,44,4,2,2,71,29,42,37,15,22,68,28,40,65,26,39,34,14,20,19,6,13,6,0,6,2,0,2,0,0,0,24,24,5,6,5,4,1,1,2,19,9,10,1,21,0,5,3
533300462,2,533300464,,8,5,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
533300464,1,,533300462;533300471,10,6,4,8,7,1,21,10,11,15,7,8,21,10,11,21,10,11,6,3,3,3,1,2,1,0,1,0,0,0,0,0,0,3,3,1,0,2,2,0,1,1,6,3,3,4,4,0,1,0
533300471,2,533300464,,11,6,5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
533300482,1,,533300383;533300384,35,15,20,5,1,4,42,20,22,23,13,10,41,19,22,40,18,22,19,7,12,12,4,8,4,1,3,0,0,0,0,0,0,10,10,2,4,0,4,0,1,2,11,4,7,2,13,0,2,1
533300484,0,,,16,6,10,0,0,0,16,6,10,8,3,5,15,6,9,14,5,9,8,3,5,3,1,2,2,1,1,0,0,0,0,0,0,5,5,0,2,1,1,1,0,0,5,3,2,0,5,0,0,1
533300491,2,533300493,,13,3,10,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,5,5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
533300493,1,,533300491;533300494;533300592,4,3,1,0,0,0,28,10,18,17,8,9,27,9,18,25,8,17,11,2,9,8,0,8,5,0,5,0,0,0,0,0,0,1,1,2,3,1,3,1,0,0,8,3,5,0,8,0,2,0
533300494,2,533300493,,7,4,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
533300502,2,533300513,,9,3,6,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
533300511,2,533300513,,4,1,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
533300512,2,533300513,,3,1,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
533300513,1,,533300502;533300511;533300512,10,5,5,2,0,2,24,10,14,11,4,7,24,10,14,24,10,14,13,6,7,5,0,5,4,0,4,2,0,2,0,0,0,7,7,9,4,0,1,1,0,0,6,5,1,0,11,0,7,2
533300521,0,,,11,6,5,3,2,1,8,4,4,5,3,2,8,4,4,8,4,4,3,1,2,2,0,2,1,0,1,0,0,0,0,0,0,4,4,2,0,1,0,0,1,0,2,0,2,0,3,0,1,0
533300523,2,533300524,,8,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
533300524,1,,533300523,65,32,33,10,6,4,63,30,33,30,17,13,61,30,31,61,30,31,33,13,20,21,8,13,7,1,6,1,0,1,0,0,0,23,23,3,11,6,4,0,1,1,23,16,7,1,19,0,2,6
533300531,0,,,16,10,6,3,2,1,13,8,5,5,3,2,13,8,5,13,8,5,8,5,3,5,3,2,5,3,2,0,0,0,0,0,0,5,5,0,3,1,0,0,0,1,5,4,1,1,4,0,0,1
533300533,0,,,21,11,10,1,0,1,20,11,9,4,2,2,20,11,9,20,11,9,16,9,7,9,5,4,4,2,2,1,1,0,0,0,0,7,7,1,2,1,2,1,0,0,6,3,3,1,7,0,1,2
533300543,2,533300453,,1,0,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
